Title,Body,Labels
How does TensorFlow's MultiRnnCell work?,"<p>Could someone help to explain the inner mechanism of TensorFlow's <code>tf.contrib.rnn.MultiRnnCell</code>? </p>

<p>For example, if I wanted to stack up two basic RNN cells into a <code>MultiRnnCell</code>, what would be the input and output of each basic RNN cell? </p>

<p>I would like to know the details of how it works.</p>
",
"Unable to start TensorFlow within Docker, on Windows","<p>Hope I didn't miss anything.<br>
I've installed docker on my win 7 using this guide:<br>
<a href=""https://docs.docker.com/engine/installation/"">https://docs.docker.com/engine/installation/</a><br>
I opened a new terminal and entered the following command:  </p>

<pre><code>docker run -it b.gcr.io/tensorflow/tensorflow
</code></pre>

<p>All donwloaded and extracted and then I get the following massages:</p>

<pre><code>[I 16:09:55.069 NotebookApp] Writing notebook server cookie secret to /root/.local/share/jupyter/runtime/notebook_cookie_secret 
[W 16:09:55.122 NotebookApp] WARNING: The notebook server is listening on all IP
 addresses and not using encryption. This is not recommended. 
[W 16:09:55.122 NotebookApp] WARNING: The notebook server is listening on all IP
 addresses and not using authentication. This is highly insecure and not recommended.
[I 16:09:55.134 NotebookApp] Serving notebooks from local directory: /notebooks 
[I 16:09:55.134 NotebookApp] 0 active kernels
[I 16:09:55.134 NotebookApp] The Jupyter Notebook is running at: http://[all ip addresses on your system]:8888/ 
[I 16:09:55.134 NotebookApp] Use Control-C to stop this server and shut down all
 kernels (twice to skip confirmation). 
</code></pre>

<p>And then it just gets stuck like this, there's no command line and I can't enter anything... what am I missing?</p>
",
How to read data into Tensorflow?,"<p>I'm trying to read data from CSV files to tensorflow,</p>

<p><a href=""https://www.tensorflow.org/versions/r0.7/how_tos/reading_data/index.html#filenames-shuffling-and-epoch-limits"" rel=""nofollow noreferrer"">https://www.tensorflow.org/versions/r0.7/how_tos/reading_data/index.html#filenames-shuffling-and-epoch-limits</a></p>

<p>The sample code in official document is like this:</p>

<pre><code>col1, col2, col3, col4, col5 = tf.decode_csv(value, record_defaults=record_defaults)
</code></pre>

<p>To read the file, I need to know how many columns and lines in the file beforehand, and if there are 1000 columns, I need to define 1000 variables like <code>col1, col2, col3, col4, col5,..., col1000 ,</code> this doesn't look like an efficient way to read data.</p>

<p>My questions</p>

<ol>
<li><p>What is the best way to read CSV files into Tensorflow ?</p></li>
<li><p>Is there any way to read Database (such as mongoDB) in Tensorflow ?</p></li>
</ol>
",
Tensorflow `set_random_seed` not working,"<h3>Calling <code>tf.set_random_seed(SEED)</code> has no effect that I can tell...</h3>

<p>For example, running the code below several times <em>inside an IPython notebook</em> produces different output each time:</p>

<pre><code>import tensorflow as tf
tf.set_random_seed(42)
sess = tf.InteractiveSession()
a = tf.constant([1, 2, 3, 4, 5])
tf.initialize_all_variables().run()
a_shuf = tf.random_shuffle(a)
print(a.eval())
print(a_shuf.eval())
sess.close()
</code></pre>

<p>If I set the seed explicitly: <code>a_shuf = tf.random_shuffle(a, seed=42)</code>, the output is the same after each run. But why do I need to set the seed if I already call <code>tf.set_random_seed(42)</code>?</p>

<hr>

<p>The equivalent code using numpy just works:</p>

<pre><code>import numpy as np
np.random.seed(42)
a = [1,2,3,4,5]
np.random.shuffle(a)
print(a)
</code></pre>
",
TensorFlow Inference,"<p>I've been digging around on this for a while.  I have found a ton of articles; but none really show just tensorflow inference as a plain inference.  Its always ""use the serving engine"" or using a graph that is pre-coded/defined.</p>

<p>Here is the problem: I have a device which occasionally checks for updated models.  It then needs to load that model and run input predictions through the model.</p>

<p>In keras this was simple: build a model; train the model and the call model.predict().  In scikit-learn same thing.</p>

<p>I am able to grab a new model and load it; I can print out all of the weights; but how in the world do I run inference against it?</p>

<p>Code to load model and print weights:</p>

<pre><code>    with tf.Session() as sess:
        new_saver = tf.train.import_meta_graph(MODEL_PATH + '.meta', clear_devices=True)
        new_saver.restore(sess, MODEL_PATH)
        for var in tf.trainable_variables():
            print(sess.run(var))
</code></pre>

<p>I printed out all of my collections and I have:
['queue_runners', 'variables', 'losses', 'summaries', 'train_op', 'cond_context', 'trainable_variables']</p>

<p>I tried using sess.run(train_op); however that just started kicking up a full training session; which is not what I want to do.  I just want to run inference against a different set of inputs that I provide which are not TF Records.</p>

<p>Just a little more detail:</p>

<p>The device can use C++ or Python; as long as I can produce a .exe.  I can set up a feed dict if I want to feed the system.  I trained with TFRecords; but in production I'm not going to be using TFRecords; its a real/near real time system.</p>

<p>Thanks for any input.  I am posting sample code to this repo: <a href=""https://github.com/drcrook1/CIFAR10/TensorFlow"" rel=""noreferrer"">https://github.com/drcrook1/CIFAR10/TensorFlow</a> which does all the training and sample inference.</p>

<p>Any hints are greatly appreciated! </p>

<p>------------EDITS-----------------
I rebuilt the model to be as below:</p>

<pre><code>def inference(images):
'''
Portion of the compute graph that takes an input and converts it into a Y output
'''
with tf.variable_scope('Conv1') as scope:
    C_1_1 = ld.cnn_layer(images, (5, 5, 3, 32), (1, 1, 1, 1), scope, name_postfix='1')
    C_1_2 = ld.cnn_layer(C_1_1, (5, 5, 32, 32), (1, 1, 1, 1), scope, name_postfix='2')
    P_1 = ld.pool_layer(C_1_2, (1, 2, 2, 1), (1, 2, 2, 1), scope)
with tf.variable_scope('Dense1') as scope:
    P_1 = tf.reshape(C_1_2, (CONSTANTS.BATCH_SIZE, -1))
    dim = P_1.get_shape()[1].value
    D_1 = ld.mlp_layer(P_1, dim, NUM_DENSE_NEURONS, scope, act_func=tf.nn.relu)
with tf.variable_scope('Dense2') as scope:
    D_2 = ld.mlp_layer(D_1, NUM_DENSE_NEURONS, CONSTANTS.NUM_CLASSES, scope)
H = tf.nn.softmax(D_2, name='prediction')
return H
</code></pre>

<p>notice I add the name 'prediction' to the TF operation so I can retrieve it later.</p>

<p>When training I used the input pipeline for tfrecords and input queues.</p>

<pre><code>GRAPH = tf.Graph()
with GRAPH.as_default():
    examples, labels = Inputs.read_inputs(CONSTANTS.RecordPaths,
                                          batch_size=CONSTANTS.BATCH_SIZE,
                                          img_shape=CONSTANTS.IMAGE_SHAPE,
                                          num_threads=CONSTANTS.INPUT_PIPELINE_THREADS)
    examples = tf.reshape(examples, [CONSTANTS.BATCH_SIZE, CONSTANTS.IMAGE_SHAPE[0],
                                     CONSTANTS.IMAGE_SHAPE[1], CONSTANTS.IMAGE_SHAPE[2]])
    logits = Vgg3CIFAR10.inference(examples)
    loss = Vgg3CIFAR10.loss(logits, labels)
    OPTIMIZER = tf.train.AdamOptimizer(CONSTANTS.LEARNING_RATE)
</code></pre>

<p>I am attempting to use feed_dict on the loaded operation in the graph; however now it is just simply hanging....</p>

<pre><code>MODEL_PATH = 'models/' + CONSTANTS.MODEL_NAME + '.model'

images = tf.placeholder(tf.float32, shape=(1, 32, 32, 3))

def run_inference():
'''Runs inference against a loaded model'''
with tf.Session() as sess:
    #sess.run(tf.global_variables_initializer())
    new_saver = tf.train.import_meta_graph(MODEL_PATH + '.meta', clear_devices=True)
    new_saver.restore(sess, MODEL_PATH)
    pred = tf.get_default_graph().get_operation_by_name('prediction')
    rand = np.random.rand(1, 32, 32, 3)
    print(rand)
    print(pred)
    print(sess.run(pred, feed_dict={images: rand}))
    print('done')

run_inference()
</code></pre>

<p>I believe this is not working because the original network was trained using TFRecords.  In the sample CIFAR data set the data is small; our real data set is huge and it is my understanding TFRecords the the default best practice for training a network.  The feed_dict makes great perfect sense from a productionizing perspective; we can spin up some threads and populate that thing from our input systems.</p>

<p>So I guess I have a network that is trained, I can get the predict operation; but how do I tell it to stop using the input queues and start using the feed_dict?  Remember that from the production perspective I do not have access to whatever the scientists did to make it.  They do their thing; and we stick it in production using whatever agreed upon standard.</p>

<p>-------INPUT OPS--------</p>

<p>tf.Operation 'input/input_producer/Const' type=Const, tf.Operation 'input/input_producer/Size' type=Const, tf.Operation 'input/input_producer/Greater/y' type=Const, tf.Operation 'input/input_producer/Greater' type=Greater, tf.Operation 'input/input_producer/Assert/Const' type=Const, tf.Operation 'input/input_producer/Assert/Assert/data_0' type=Const, tf.Operation 'input/input_producer/Assert/Assert' type=Assert, tf.Operation 'input/input_producer/Identity' type=Identity, tf.Operation 'input/input_producer/RandomShuffle' type=RandomShuffle, tf.Operation 'input/input_producer' type=FIFOQueueV2, tf.Operation 'input/input_producer/input_producer_EnqueueMany' type=QueueEnqueueManyV2, tf.Operation 'input/input_producer/input_producer_Close' type=QueueCloseV2, tf.Operation 'input/input_producer/input_producer_Close_1' type=QueueCloseV2, tf.Operation 'input/input_producer/input_producer_Size' type=QueueSizeV2, tf.Operation 'input/input_producer/Cast' type=Cast, tf.Operation 'input/input_producer/mul/y' type=Const, tf.Operation 'input/input_producer/mul' type=Mul, tf.Operation 'input/input_producer/fraction_of_32_full/tags' type=Const, tf.Operation 'input/input_producer/fraction_of_32_full' type=ScalarSummary, tf.Operation 'input/TFRecordReaderV2' type=TFRecordReaderV2, tf.Operation 'input/ReaderReadV2' type=ReaderReadV2,</p>

<p>------END INPUT OPS-----</p>

<p>----UPDATE 3----</p>

<p>I believe what I need to do is to kill the input section of the graph trained with TF Records and rewire the input to the first layer to a new input.  Its kinda like performing surgery; but this is the only way I can find to do inference if I trained using TFRecords as crazy as it sounds...</p>

<p>Full Graph:</p>

<p><a href=""https://i.stack.imgur.com/xFrYN.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/xFrYN.png"" alt=""enter image description here""></a></p>

<p>Section to kill:</p>

<p><a href=""https://i.stack.imgur.com/mRpEf.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/mRpEf.png"" alt=""enter image description here""></a></p>

<p>So I think the question becomes: How does one kill the input section of the graph and replace it with a feed_dict?</p>

<p>A follow up to this would be: is this really the right way to do it?  This seems bonkers.</p>

<p>----END UPDATE 3----</p>

<p>---link to checkpoint files---</p>

<p><a href=""https://drcdata.blob.core.windows.net/checkpoints/CIFAR_10_VGG3_50neuron_1pool_1e-3lr_adam.model.zip?st=2017-05-01T21%3A56%3A00Z&amp;se=2020-05-02T21%3A56%3A00Z&amp;sp=rl&amp;sv=2015-12-11&amp;sr=b&amp;sig=oBCGxlOusB4NOEKnSnD%2FTlRYa5NKNIwAX1IyuZXAr9o%3D"" rel=""noreferrer"">https://drcdata.blob.core.windows.net/checkpoints/CIFAR_10_VGG3_50neuron_1pool_1e-3lr_adam.model.zip?st=2017-05-01T21%3A56%3A00Z&amp;se=2020-05-02T21%3A56%3A00Z&amp;sp=rl&amp;sv=2015-12-11&amp;sr=b&amp;sig=oBCGxlOusB4NOEKnSnD%2FTlRYa5NKNIwAX1IyuZXAr9o%3D</a></p>

<p>--end link to checkpoint files---</p>

<p>-----UPDATE 4 -----</p>

<p>I gave in and just gave a shot at the 'normal' way of performing inference assuming I could have the scientists simply just pickle their models and we could grab the model pickle; unpack it and then run inference on it.  So to test I tried the normal way assuming we already unpacked it...It doesn't work worth a beans either...</p>

<pre><code>import tensorflow as tf
import CONSTANTS
import Vgg3CIFAR10
import numpy as np
from scipy import misc
import time

MODEL_PATH = 'models/' + CONSTANTS.MODEL_NAME + '.model'
imgs_bsdir = 'C:/data/cifar_10/train/'

images = tf.placeholder(tf.float32, shape=(1, 32, 32, 3))

logits = Vgg3CIFAR10.inference(images)

def run_inference():
'''Runs inference against a loaded model'''
with tf.Session() as sess:
    sess.run(tf.global_variables_initializer())
    new_saver = tf.train.import_meta_graph(MODEL_PATH + '.meta')#, import_scope='1', input_map={'input:0': images})
    new_saver.restore(sess, MODEL_PATH)
    pred = tf.get_default_graph().get_operation_by_name('prediction')
    enq = sess.graph.get_operation_by_name(enqueue_op)
    #tf.train.start_queue_runners(sess)
    print(rand)
    print(pred)
    print(enq)
    for i in range(1, 25):
        img = misc.imread(imgs_bsdir + str(i) + '.png').astype(np.float32) / 255.0
        img = img.reshape(1, 32, 32, 3)
        print(sess.run(logits, feed_dict={images : img}))
        time.sleep(3)
    print('done')

run_inference()
</code></pre>

<p>Tensorflow ends up building a new graph with the inference function from the loaded model; then it appends all the other stuff from the other graph to the end of it.  So then when I populate a feed_dict expecting to get inferences back; I just get a bunch of random garbage as if it were the first pass through the network...</p>

<p>Again; this seems nuts; do I really need to write my own framework for serializing and deserializing random networks?  This has had to have been done before...</p>

<p>-----UPDATE 4 -----</p>

<p>Again; thanks!</p>
",
How to effectively apply gradient clipping in tensor flow?,"<p>Considering the <a href=""https://github.com/aymericdamien/TensorFlow-Examples/blob/master/examples/3%20-%20Neural%20Networks/recurrent_network.py"">example code</a>.</p>

<p>I would like to know How to apply gradient clipping on this network on the RNN where there is a possibility of exploding gradients.</p>

<pre><code>tf.clip_by_value(t, clip_value_min, clip_value_max, name=None)
</code></pre>

<p>This is an example that could be used but where do I introduce this ?
In the def of RNN </p>

<pre><code>    lstm_cell = rnn_cell.BasicLSTMCell(n_hidden, forget_bias=1.0)
    # Split data because rnn cell needs a list of inputs for the RNN inner loop
    _X = tf.split(0, n_steps, _X) # n_steps
tf.clip_by_value(_X, -1, 1, name=None)
</code></pre>

<p>But this doesn't make sense as the tensor _X is the input and not the grad what is to be clipped? </p>

<p>Do I have to define my own Optimizer for this or is there a simpler option?</p>
",
What's difference between tf.sub and just minus operation in tensorflow?,"<p>I am trying to use Tensorflow. Here is an very simple code.</p>

<pre><code>train = tf.placeholder(tf.float32, [1], name=""train"")
W1 = tf.Variable(tf.truncated_normal([1], stddev=0.1), name=""W1"")
loss = tf.pow(tf.sub(train, W1), 2)
step = tf.train.GradientDescentOptimizer(0.1).minimize(loss)
</code></pre>

<p>Just ignore the optimization part (4th line). It will take a floating number and train W1 so as to increase squared difference.</p>

<p>My question is simple. If I use just minus sign instead of 
tf.sub"" as below, what is different? Will it cause a wrong result? </p>

<pre><code>loss = tf.pow(train-W1, 2)
</code></pre>

<p>When I replace it, the result looks the same. If they are the same, why do we need to use the ""tf.add/tf.sub"" things?</p>

<p>Built-in back propagation calculation can be done only by the ""tf.*"" things? </p>
",
How to interpret TensorFlow output?,"<p>How do I interpret the TensorFlow output for building and executing computational graphs on GPGPUs?</p>

<p>Given the following command that executes an arbitrary tensorflow script using the python API.</p>

<blockquote>
  <blockquote>
    <p>python3 tensorflow_test.py > out</p>
  </blockquote>
</blockquote>

<p>The first part <code>stream_executor</code> seems like its loading dependencies.</p>

<pre><code>I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:105] successfully opened CUDA library libcurand.so locally
</code></pre>

<p>What is a <code>NUMA</code> node?</p>

<pre><code>I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:900] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
</code></pre>

<p>I assume this is when it finds the available GPU</p>

<pre><code>I tensorflow/core/common_runtime/gpu/gpu_init.cc:102] Found device 0 with properties: 
name: Tesla K40c
major: 3 minor: 5 memoryClockRate (GHz) 0.745
pciBusID 0000:01:00.0
Total memory: 11.25GiB
Free memory: 11.15GiB
</code></pre>

<p>Some gpu initialization? what is DMA?</p>

<pre><code>I tensorflow/core/common_runtime/gpu/gpu_init.cc:126] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_init.cc:136] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:755] Creating TensorFlow device (/gpu:0) -&gt; (device: 0, name: Tesla K40c, pci bus id: 0000:01:00.0)
</code></pre>

<p>Why does it throw an error <code>E</code>?</p>

<pre><code>E tensorflow/stream_executor/cuda/cuda_driver.cc:932] failed to allocate 11.15G (11976531968 bytes) from device: CUDA_ERROR_OUT_OF_MEMORY
</code></pre>

<p>Great answer to what the <code>pool_allocator</code> does: <a href=""https://stackoverflow.com/a/35166985/4233809"">https://stackoverflow.com/a/35166985/4233809</a></p>

<pre><code>I tensorflow/core/common_runtime/gpu/pool_allocator.cc:244] PoolAllocator: After 3160 get requests, put_count=2958 evicted_count=1000 eviction_rate=0.338066 and unsatisfied allocation rate=0.412025
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:256] Raising pool_size_limit_ from 100 to 110
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:244] PoolAllocator: After 1743 get requests, put_count=1970 evicted_count=1000 eviction_rate=0.507614 and unsatisfied allocation rate=0.456684
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:256] Raising pool_size_limit_ from 256 to 281
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:244] PoolAllocator: After 1986 get requests, put_count=2519 evicted_count=1000 eviction_rate=0.396983 and unsatisfied allocation rate=0.264854
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:256] Raising pool_size_limit_ from 655 to 720
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:244] PoolAllocator: After 28728 get requests, put_count=28680 evicted_count=1000 eviction_rate=0.0348675 and unsatisfied allocation rate=0.0418407
I tensorflow/core/common_runtime/gpu/pool_allocator.cc:256] Raising pool_size_limit_ from 1694 to 1863
</code></pre>
",
Siamese Neural Network in TensorFlow,"<p>I'm trying to implement a Siamese Neural Network in TensorFlow (<a href=""https://i.stack.imgur.com/qfxH8.png"" rel=""noreferrer"">siamese network example</a>) but I cannot really find any working example on the Internet (see <a href=""https://papers.nips.cc/paper/769-signature-verification-using-a-siamese-time-delay-neural-network.pdf"" rel=""noreferrer"">Yann LeCun paper</a>).</p>

<p>The architecture I'm trying to build would consist of two LSTMs sharing weights and only connected at the end of the network.</p>

<p>My question is: how to build two different neural networks sharing their weights (tied weights) in TensorFlow and how to connect them at the end?</p>

<p>Thanks :)</p>

<p><strong>Edit</strong>: I implemented a simple and working example of a siamese network <a href=""https://github.com/benmyara/deeplearning-tensorflow/blob/master/notebooks/1_siamese.ipynb"" rel=""noreferrer"">here</a> on MNIST.</p>
",
overcome Graphdef cannot be larger than 2GB in tensorflow,"<p>I am using tensorflow's <a href=""https://github.com/tensorflow/tensorflow/tree/master/tensorflow/models/image/imagenet"" rel=""nofollow noreferrer"">imageNet trained model</a> to extract the last pooling layer's features as representation vectors for a new dataset of images. </p>

<p>The model as is predicts on a new image as follows: </p>

<pre><code>python classify_image.py --image_file new_image.jpeg 
</code></pre>

<p>I edited the main function so that I can take a folder of images and return the prediction on all images at once and write the feature vectors in a csv file. Here is how I did that: </p>

<pre><code>def main(_):
  maybe_download_and_extract()
  #image = (FLAGS.image_file if FLAGS.image_file else
  #         os.path.join(FLAGS.model_dir, 'cropped_panda.jpg'))
  #edit to take a directory of image files instead of a one file
  if FLAGS.data_folder:
    images_folder=FLAGS.data_folder
    list_of_images = os.listdir(images_folder)
  else: 
    raise ValueError(""Please specify image folder"")

  with open(""feature_data.csv"", ""wb"") as f:
    feature_writer = csv.writer(f, delimiter='|')

    for image in list_of_images:
      print(image) 
      current_features = run_inference_on_image(images_folder+""/""+image)
      feature_writer.writerow([image]+current_features)
</code></pre>

<p>It worked just fine for around 21 images but then crashed with the following error: </p>

<pre><code>  File ""/usr/local/lib/python2.7/dist-packages/tensorflow/python/framework/ops.py"", line 1912, in as_graph_def
    raise ValueError(""GraphDef cannot be larger than 2GB."")
ValueError: GraphDef cannot be larger than 2GB.
</code></pre>

<p>I thought by calling the method <code>run_inference_on_image(images_folder+""/""+image)</code> the previous image data would be overwritten to only consider the new image data, which doesn't seem to be the case. How to resolve this issue? </p>
",
What is Bazel in TensorFlow? When do I need to build again?,"<p>I'm new to Bazel. I'm not sure how this thing works. On the <a href=""https://www.tensorflow.org/versions/v0.6.0/get_started/os_setup.html"" rel=""noreferrer"">TF website</a>, there's this section on ""Create the pip package and install"".</p>

<pre><code>$ bazel build -c opt //tensorflow/tools/pip_package:build_pip_package

# To build with GPU support: 
$ bazel build -c opt --config=cuda //tensorflow/tools/pip_package:build_pip_package

$ bazel-bin/tensorflow/tools/pip_package/build_pip_package /tmp/tensorflow_pkg

# The name of the .whl file will depend on your platform. 
$ pip install /tmp/tensorflow_pkg/tensorflow-0.5.0-cp27-none-linux_x86_64.whl
</code></pre>

<p>Here's the situation:</p>

<ol>
<li>There's a new commit on the master branch of TensorFlow and I merge it into my fork.</li>
<li>I need to rebuild the wheel and do a pip install of the new wheel (correct me if I am wrong).</li>
<li>I ./configure first, then bazel build, then bazel-bin, then pip install.</li>
</ol>

<p>Is this the correct way to properly update changes from master? The bazel build step takes a really long time.</p>
",
Does tensorflow use automatic or symbolic gradients?,"<p>I haven't been able to find a clear statement of whether tensorflow uses automatic or symbolic differentiation.</p>

<p>I skimmed the tensorflow <a href=""http://download.tensorflow.org/paper/whitepaper2015.pdf"" rel=""nofollow noreferrer"">paper</a> and they mention automatic gradients, but it is unclear if they just mean symbolic gradients, as they also mention that it has that capability.</p>
",
Clarification on tf.Tensor.set_shape(),"<p>I have an image that is 478 x 717 x 3 = 1028178 pixels, with a rank of 1. I verified it by calling tf.shape and tf.rank.</p>

<p>When I call image.set_shape([478, 717, 3]), it throws the following error.</p>

<pre><code>""Shapes %s and %s must have the same rank"" % (self, other)) 
ValueError: Shapes (?,) and (478, 717, 3) must have the same rank
</code></pre>

<p>I tested again by first casting to 1028178, but the error still exists.</p>

<pre><code>ValueError: Shapes (1028178,) and (478, 717, 3) must have the same rank
</code></pre>

<p>Well, that does make sense because one is of rank 1 and the other is of rank 3. However, why is it necessary to throw an error, as the total number of pixels still match.</p>

<p>I could of course use tf.reshape and it works, but I think that's not optimal.</p>

<p>As stated on the TensorFlow FAQ</p>

<blockquote>
  <p>What is the difference between x.set_shape() and x = tf.reshape(x)?</p>
  
  <p>The tf.Tensor.set_shape() method updates the static shape of a Tensor
  object, and it is typically used to provide additional shape
  information when this cannot be inferred directly. It does not change
  the dynamic shape of the tensor.</p>
  
  <p>The tf.reshape() operation creates a new tensor with a different dynamic shape.</p>
</blockquote>

<p>Creating a new tensor involves memory allocation and that could potentially be more costly when more training examples are involved. Is this by design, or am I  missing something here?</p>
",
Confused about conv2d_transpose,"<p>I'm getting this error message when using <code>conv2d_transpose</code>:</p>

<pre><code>W tensorflow/core/common_runtime/executor.cc:1102] 0x7fc81f0d6250 Compute status: Invalid argument: Conv2DBackpropInput: Number of rows of out_backprop doesn't match computed: actual = 32, computed = 4
 [[Node: generator/g_h1/conv2d_transpose = Conv2DBackpropInput[T=DT_FLOAT, padding=""SAME"", strides=[1, 2, 2, 1], use_cudnn_on_gpu=true, _device=""/job:localhost/replica:0/task:0/cpu:0""](generator/g_h1/conv2d_transpose/output_shape, generator/g_h1/w/read, _recv_l_0)]]
</code></pre>

<p>However, it occurs after the graph is built while compiling the loss function (Adam). Any ideas on what would cause this? I suspect it's related to the input dimensions but I'm not sure exactly why.</p>

<p>Full error: <a href=""https://gist.github.com/jimfleming/75d88e888044615dd6e3"">https://gist.github.com/jimfleming/75d88e888044615dd6e3</a></p>

<p>Relevant code:</p>

<pre><code># l shape: [batch_size, 32, 32, 4]

output_shape = [self.batch_size, 8, 8, 128]
filter_shape = [7, 7, 128, l.get_shape()[-1]]
strides = [1, 2, 2, 1]
with tf.variable_scope(""g_h1""):
    w = tf.get_variable('w', filter_shape, initializer=tf.random_normal_initializer(stddev=0.02))
    h1 = tf.nn.conv2d_transpose(l, w, output_shape=output_shape, strides=strides, padding='SAME')
    h1 = tf.nn.relu(h1)

output_shape = [self.batch_size, 16, 16, 128]
filter_shape = [7, 7, 128, h1.get_shape()[-1]]
strides = [1, 2, 2, 1]
with tf.variable_scope(""g_h2""):
    w = tf.get_variable('w', filter_shape, initializer=tf.random_normal_initializer(stddev=0.02))
    h2 = tf.nn.conv2d_transpose(h1, w,output_shape=output_shape,  strides=strides, padding='SAME')
    h2 = tf.nn.relu(h2)

output_shape = [self.batch_size, 32, 32, 3]
filter_shape = [5, 5, 3, h2.get_shape()[-1]]
strides = [1, 2, 2, 1]
with tf.variable_scope(""g_h3""):
    w = tf.get_variable('w', filter_shape, initializer=tf.random_normal_initializer(stddev=0.02))
    h3 = tf.nn.conv2d_transpose(h2, w,output_shape=output_shape,  strides=strides, padding='SAME')
    h3 = tf.nn.tanh(h3)
</code></pre>
",
Tensorflow Different ways to Export and Run graph in C++,"<p>For importing your trained network to the C++ you need to export your network to be able to do so. After searching a lot and finding almost no information about it, it was clarified that we should use <a href=""https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/tools/freeze_graph.py"" rel=""noreferrer"">freeze_graph()</a> to be able to do it.</p>

<p>Thanks to the new 0.7 version of Tensorflow, they added <a href=""https://www.tensorflow.org/versions/r0.7/api_docs/python/train.html#export_meta_graph"" rel=""noreferrer"">documentation</a> of it. </p>

<p>After looking into documentations, I found that there are few similar methods, can you tell what is the difference between <code>freeze_graph()</code> and:
 <code>tf.train.export_meta_graph</code> as it has similar parameters, but it seems it can also be used for importing models to C++ (I just guess the difference is that for using the file output by this method you can only use <code>import_graph_def()</code> or it's something else?)</p>

<p>Also one question about how to use <code>write_graph()</code>:
In documentations the <code>graph_def</code> is given by <code>sess.graph_def</code> but in examples in <code>freeze_graph()</code> it is <code>sess.graph.as_graph_def()</code>. What is the difference between these two? </p>

<p>This question is related to <a href=""https://github.com/tensorflow/tensorflow/issues/615"" rel=""noreferrer"">this issue.</a></p>

<p>Thank you!</p>
",
Tensorflow Tensorboard default port,"<p>Is there a way to change the default port (""6006"") on tensorboard so we could open multiple tensorboard? Maybe an option like --port=""8008"" ?</p>
",
Tensorflow get all variables in scope,"<p>I have some variables created within a certain scope like this:</p>

<pre><code>with tf.variable_scope(""my_scope""):
  createSomeVariables()
  ...
</code></pre>

<p>I then want to get the list of all the variables in ""my_scope"" so I can pass it to an optimizer. What is the right way to do this?</p>
",
TensorFlow using LSTMs for generating text,"<p>I would like to use tensorflow to generate text and have been modifying the LSTM tutorial (<a href=""https://www.tensorflow.org/versions/master/tutorials/recurrent/index.html#recurrent-neural-networks"">https://www.tensorflow.org/versions/master/tutorials/recurrent/index.html#recurrent-neural-networks</a>) code to do this, however my initial solution seems to generate nonsense, even after training for a long time, it does not improve. I fail to see why. The idea is to start with a zero matrix and then generate one word at a time.</p>

<p>This is the code, to which I've added the two functions below
<a href=""https://tensorflow.googlesource.com/tensorflow/+/master/tensorflow/models/rnn/ptb/ptb_word_lm.py"">https://tensorflow.googlesource.com/tensorflow/+/master/tensorflow/models/rnn/ptb/ptb_word_lm.py</a></p>

<p>The generator looks as follows</p>

<pre><code>def generate_text(session,m,eval_op):

    state = m.initial_state.eval()

    x = np.zeros((m.batch_size,m.num_steps), dtype=np.int32)

    output = str()
    for i in xrange(m.batch_size):
        for step in xrange(m.num_steps):
            try:
                # Run the batch 
                # targets have to bee set but m is the validation model, thus it should not train the neural network
                cost, state, _, probabilities = session.run([m.cost, m.final_state, eval_op, m.probabilities],
                                                            {m.input_data: x, m.targets: x, m.initial_state: state})

                # Sample a word-id and add it to the matrix and output
                word_id = sample(probabilities[0,:])
                output = output + "" "" + reader.word_from_id(word_id)
                x[i][step] = word_id

            except ValueError as e:
                print(""ValueError"")

    print(output)
</code></pre>

<p>I have added the variable ""probabilities"" to the ptb_model and it is simply a softmax over the logits.</p>

<pre><code>self._probabilities = tf.nn.softmax(logits)
</code></pre>

<p>And the sampling:</p>

<pre><code>def sample(a, temperature=1.0):
    # helper function to sample an index from a probability array
    a = np.log(a) / temperature
    a = np.exp(a) / np.sum(np.exp(a))
    return np.argmax(np.random.multinomial(1, a, 1))
</code></pre>
",
